-0.029719386	-0.041946415	0.12590434	0.009135948	-0.028796006	0.28861946	-0.024783917	0.036193263	-0.024462184	-0.073550776	-0.023175353	-0.0952627	0.012515712	0.05588258	0.05450783	0.011852627
-0.08936392	-0.1753759	-0.011616846	0.1491385	-0.17826834	0.48288494	-0.2065038	-0.07574405	0.08543144	0.10067654	0.20046286	-0.2517359	-0.13984053	-0.17125009	0.15446186	-0.1963724
-0.035301328	-0.1666905	0.15317549	0.031135308	-0.032391567	0.40609714	-0.08567968	0.090268284	0.0005511771	-0.03008386	0.087426074	-0.20031062	-0.032625113	-0.023604061	0.08583362	-0.08569957
-0.046124436	0.017438043	-0.04748044	0.014802609	-0.030051423	-0.039748944	-0.03532194	-0.0061356053	-0.013883911	0.027170192	0.00562812	0.031932678	0.028491292	0.04707427	0.049181227	0.030851673
0.092257775	-0.023185223	0.24102442	-0.037072293	0.057846922	0.44288316	-0.073705964	0.14011975	-0.10313464	-0.14507712	-0.033586353	-0.0936514	0.08998927	0.040192563	0.03157041	0.074780226
0.101721466	0.14560792	0.28489417	-0.17193045	0.17244309	0.5365438	0.116555706	0.22838533	-0.17374335	-0.19267674	-0.10940914	0.015963601	0.21765877	0.18069641	-0.13839583	0.12092005
0.045454044	-0.10547407	0.17216253	0.021432472	0.036767427	0.49871966	-0.057764467	0.13461308	-0.10029722	-0.052687764	-0.017396552	-0.11465311	0.03747001	0.054082666	0.08217837	-0.023847654
-0.035345692	-0.16354457	0.13314655	0.049649905	0.017013362	0.56979436	-0.12742014	0.041345723	-0.051138524	-0.021596627	0.055986196	-0.14265345	-0.0038661594	-0.038156364	0.111490496	-0.08964134
-0.07323262	-0.116122045	0.20655897	0.09777465	-0.101177506	0.37028977	-0.11575109	0.054473836	0.010997526	-0.030112661	0.07217456	-0.12697013	-0.07895676	-0.0017352651	0.087730154	-0.056189556
0.047108255	0.0052294843	0.24037297	-0.08481227	0.09943554	0.48699263	0.02433083	0.15512303	-0.11180543	-0.14485641	-0.08750805	-0.006384595	0.15650082	0.10859607	-0.06741312	0.11912837
-0.036788587	-0.093751386	0.15407977	0.11705724	-0.0481962	0.40707454	-0.15339963	0.09673805	0.020231565	-0.08685138	0.043596026	-0.1505059	0.015210744	-0.03391165	0.066879936	-0.011593161
-0.025855092	-0.0751279	0.21690208	-0.07215844	0.01883995	0.59020835	-0.060425993	0.11511351	-0.069780424	-0.07736336	0.013277343	-0.14526522	0.06532962	0.07197584	-0.027524317	0.021429542
0.20161757	0.11335169	0.35840786	-0.21659017	0.21773168	0.319498	0.10985682	0.23737872	-0.28247687	-0.32198787	-0.16917522	0.12285702	0.23634967	0.19166657	-0.17615321	0.2285386
0.03830496	0.038106654	0.2317231	-0.0961619	0.023698945	0.39891097	0.0060449294	0.085882254	-0.10653536	-0.13257207	-0.08848301	-0.023570493	0.089805745	0.06566954	-0.0045506647	0.1274734
-0.080659986	-0.20711127	0.027906505	0.09032864	-0.10514922	0.4475278	-0.14202227	-0.013203483	0.031368863	0.002981983	0.08491866	-0.17688696	-0.13333759	-0.051912505	0.15843779	-0.14004354
-0.060992002	-0.08289983	0.2254694	0.030698018	-0.034792915	0.3890887	-0.10257004	0.0863207	-0.017154858	-0.06664149	0.04372079	-0.11451255	0.04818759	0.032187916	0.037321586	-0.044748332
-0.11990815	-0.111416884	-0.007346935	0.11016402	-0.15376961	0.2974428	-0.16385175	-0.030390576	0.10980702	0.022711506	0.13150203	-0.20174983	-0.15679856	-0.092596985	0.12775658	-0.14161955
0.02493651	0.0016262268	0.14432578	-0.03007951	0.069431365	0.5283444	0.054108135	0.08170954	-0.097879976	-0.10379747	-0.04556928	-0.0066798213	0.13955441	0.08818047	-0.03233883	0.08827156
-0.057695873	-0.20766464	0.15310325	0.058036584	-0.06174681	0.5175537	-0.1331438	0.01687431	0.026772965	0.044356354	0.099833764	-0.19877292	-0.10663126	-0.029790975	0.18120408	-0.095812835
0.025933452	-0.097703315	0.2264401	0.018754218	0.051695656	0.42819917	0.0026072843	0.08780593	-0.052988015	-0.059350163	0.025987523	-0.114433154	0.08513311	0.07061985	-0.019563835	-0.013249274
-0.0064752717	-0.09682065	0.06262768	0.027580107	-0.011493317	0.35226414	-0.0770558	0.053648982	-0.03910118	-0.035427455	0.02307069	-0.116249144	-0.07549716	0.013714372	0.12068453	-0.035265032
